program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,ceiling,allocation_type,category,subcategory,notes,fund_category,amount_millions,is_capital
PLANT PEST AND DISEASE CONTROL,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,T,2026,512962.0,,,,Economic Development,,,Special Funds,0.512962,False
PLANT PEST AND DISEASE CONTROL,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,B,2026,4130800.0,,,,Economic Development,,,Special Funds,4.1308,False
PLANT PEST AND DISEASE CONTROL,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,B,2026,365946.0,,,,Economic Development,,,Special Funds,0.365946,False
PLANT PEST AND DISEASE CONTROL,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,W,2026,50360.0,,,,Economic Development,,,Special Funds,0.05036,False
PREVENTION OF NATURAL DISASTERS,PREVENTION OF NATURAL DISASTERS,LNR,LNR,Operating,B,2026,7660556.0,,,,Public Safety,,,Special Funds,7.660556,False
PREVENTION OF NATURAL DISASTERS,PREVENTION OF NATURAL DISASTERS,LNR,LNR,Operating,B,2026,10522413.0,,,,Public Safety,,,Special Funds,10.522413,False
PROFESSIONAL AND VOCATIONAL LICENSING,PROFESSIONAL AND VOCATIONAL LICENSING,CCA,CCA,Operating,T,2026,2880256.0,,,,Individual Rights,,,Special Funds,2.880256,False
PUBLIC LANDS MANAGEMENT,PUBLIC LANDS MANAGEMENT,LNR,LNR,Capital Improvement,B,2026,3200000.0,,,,Government Operations,,,Special Funds,3.2,True
PUBLIC LANDS MANAGEMENT,PUBLIC LANDS MANAGEMENT,LNR,LNR,Operating,B,2026,24483607.0,,,,Government Operations,,,Special Funds,24.483607,False
PUBLIC LIBRARIES,PUBLIC LIBRARIES,AGS,AGS,Capital Improvement,B,2026,27000000.0,,,,Education,,,Special Funds,27.0,True
PUBLIC LIBRARIES,PUBLIC LIBRARIES,EDN,EDN,Operating,A,2026,2000000.0,,,,Education,,,General Fund,2.0,False
PUBLIC LIBRARIES,PUBLIC LIBRARIES,EDN,EDN,Operating,B,2026,4000000.0,,,,Education,,,Special Funds,4.0,False
PUBLIC WORKS,"PLANNING, DESIGN, AND CONSTRUCTION",AGS,AGS,Operating,A,2026,8105782.0,,,,Government Operations,,,General Fund,8.105782,False
"PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION","PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION",AGS,AGS,Operating,W,2026,4000000.0,,,,Government Operations,,,Special Funds,4.0,False
"PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION","PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION",AGS,AGS,Capital Improvement,B,2026,24004000.0,,,,Government Operations,,,Special Funds,24.004,True
QUALITY AND PRICE ASSURANCE,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,B,2026,138624.0,,,,Economic Development,,,Special Funds,0.138624,False
QUALITY AND PRICE ASSURANCE,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,B,2026,109046.0,,,,Economic Development,,,Special Funds,0.109046,False
QUALITY AND PRICE ASSURANCE,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,A,2026,100000.0,,,,Economic Development,,,General Fund,0.1,False
QUALITY AND PRICE ASSURANCE,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,W,2026,186848.0,,,,Economic Development,,,Special Funds,0.186848,False
QUALITY AND PRICE ASSURANCE,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,T,2026,300000.0,,,,Economic Development,,,Special Funds,0.3,False
RENTAL ASSISTANCE SERVICES,RENTAL ASSISTANCE SERVICES,HMS,HMS,Operating,A,2026,73368975.0,,,,Human Services,,,General Fund,73.368975,False
RENTAL HOUSING SERVICES,RENTAL HOUSING SERVICES,BED,BED,Capital Improvement,B,2026,68000000.0,,,,Human Services,,,Special Funds,68.0,True
RENTAL HOUSING SERVICES,RENTAL HOUSING SERVICES,HMS,HMS,Operating,A,2026,106838200.0,,,,Human Services,,,General Fund,106.8382,False
RENTAL HOUSING SERVICES,RENTAL HOUSING SERVICES,HMS,HMS,Operating,W,2026,5134715.0,,,,Human Services,,,Special Funds,5.134715,False
RESEARCH AND STATISTICS,RESEARCH AND STATISTICS,LBR,LBR,Operating,A,2026,440322.0,,,,Employment,,,General Fund,0.440322,False
RETIREMENT BENEFITS,DOE,BUF,BUF,Operating,A,2026,552407076.0,,,,Education,,,General Fund,552.407076,False
RETIREMENT BENEFITS,STATE,BUF,BUF,Operating,A,2026,512718644.0,,,,Government Operations,,,General Fund,512.718644,False
RETIREMENT BENEFITS,UH,BUF,BUF,Operating,A,2026,219919128.0,,,,Education,,,General Fund,219.919128,False
RETIREMENT BENEFITS - STATE,RETIREMENT BENEFITS - STATE,BUF,BUF,Operating,U,2026,4000000.0,,,,Government Operations,,,Other Funds,4.0,False
SCHOOL COMMUNITY SERVICES,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,W,2026,23224665.0,,,,Education,,,Special Funds,23.224665,False
SCHOOL COMMUNITY SERVICES,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,B,2026,1633908.0,,,,Education,,,Special Funds,1.633908,False
SCHOOL COMMUNITY SERVICES,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,A,2026,3266757.0,,,,Education,,,General Fund,3.266757,False
SCHOOL COMMUNITY SERVICES,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,B,2026,300000.0,,,,Education,,,Special Funds,0.3,False
SCHOOL FACILITIES AUTHORITY,SCHOOL FACILITIES AUTHORITY,EDN,EDN,Capital Improvement,B,2026,55000000.0,,,,Education,,,Special Funds,55.0,True
"SCHOOL R&M, NEIGHBOR ISLAND DISTRICTS","SCHOOL R&M, NEIGHBOR ISLAND DISTRICTS",AGS,AGS,Operating,U,2026,2346640.0,,,,Education,,,Other Funds,2.34664,False
SCHOOL SUPPORT,SCHOOL SUPPORT,EDN,EDN,Operating,A,2026,74600000.0,,,,Education,,,General Fund,74.6,False
SCHOOL SUPPORT,SCHOOL SUPPORT,EDN,EDN,Operating,B,2026,44200920.0,,,,Education,,,Special Funds,44.20092,False
SCHOOL SUPPORT,SCHOOL SUPPORT,EDN,EDN,Operating,R,2026,150000.0,,,,Education,,,Other Funds,0.15,False
SCHOOL SUPPORT,SCHOOL SUPPORT,EDN,EDN,Operating,W,2026,11597927.0,,,,Education,,,Special Funds,11.597927,False
SCHOOL SUPPORT,SCHOOL SUPPORT,EDN,EDN,Operating,B,2026,1000000.0,,,,Education,,,Special Funds,1.0,False
SCHOOL-BASED BUDGETING,SCHOOL-BASED BUDGETING,EDN,EDN,Operating,B,2026,21414657.0,,,,Education,,,Special Funds,21.414657,False
SCHOOL-BASED BUDGETING,SCHOOL-BASED BUDGETING,EDN,EDN,Operating,B,2026,5251693.0,,,,Education,,,Special Funds,5.251693,False
SCHOOL-BASED BUDGETING,SCHOOL-BASED BUDGETING,EDN,EDN,Operating,A,2026,167203642.0,,,,Education,,,General Fund,167.203642,False
SCHOOL-BASED BUDGETING,SCHOOL-BASED BUDGETING,EDN,EDN,Operating,T,2026,13390000.0,,,,Education,,,Special Funds,13.39,False
SCHOOL-BASED BUDGETING,SCHOOL-BASED BUDGETING,EDN,EDN,Operating,U,2026,7495605.0,,,,Education,,,Other Funds,7.495605,False
SCHOOL-BASED BUDGETING,SCHOOL-BASED BUDGETING,EDN,EDN,Operating,W,2026,3239686.0,,,,Education,,,Special Funds,3.239686,False
SCHOOL-BASED BUDGETING,SCHOOL-BASED BUDGETING,EDN,EDN,Capital Improvement,B,2026,323300000.0,,,,Education,,,Special Funds,323.3,True
SERVICES TO VETERANS,SERVICES TO VETERANS,DEF,DEF,Capital Improvement,B,2026,35000000.0,,,,Human Services,,,Special Funds,35.0,True
SHERIFF,SHERIFF,LAW,LAW,Operating,U,2026,19616116.0,,,,Public Safety,,,Other Funds,19.616116,False
SHERIFF,SHERIFF,LAW,LAW,Operating,B,2026,600000.0,,,,Public Safety,,,Special Funds,0.6,False
SHERIFF,SHERIFF,LAW,LAW,Operating,A,2026,600000.0,,,,Public Safety,,,General Fund,0.6,False
SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,EDN,Operating,B,2026,250000.0,,,,Education,,,Special Funds,0.25,False
SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,EDN,Operating,A,2026,60084267.0,,,,Education,,,General Fund,60.084267,False
SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,EDN,Operating,W,2026,11000000.0,,,,Education,,,Special Funds,11.0,False
SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,EDN,Operating,B,2026,5950000.0,,,,Education,,,Special Funds,5.95,False
STATE ADMINISTRATION,STATE ADMINISTRATION,EDN,EDN,Operating,A,2026,112140.0,,,,Education,,,General Fund,0.11214,False
STATE ADMINISTRATION,STATE ADMINISTRATION,EDN,EDN,Operating,B,2026,3807440.0,,,,Education,,,Special Funds,3.80744,False
STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,ATG,Operating,B,2026,1204841.0,,,,Public Safety,,,Special Funds,1.204841,False
STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,ATG,Operating,W,2026,4370515.0,,,,Public Safety,,,Special Funds,4.370515,False
STATE FOUNDATION ON CULTURE AND THE ARTS,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,AGS,Operating,A,2026,523074.0,,,,Culture and Recreation,,,General Fund,0.523074,False
STATE FOUNDATION ON CULTURE AND THE ARTS,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,AGS,Operating,B,2026,3335150.0,,,,Culture and Recreation,,,Special Funds,3.33515,False
STATE FOUNDATION ON CULTURE AND THE ARTS,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,AGS,Capital Improvement,B,2026,8500000.0,,,,Culture and Recreation,,,Special Funds,8.5,True
STATE HEALTH PLANNING AND DEVELOPMENT AGENCY,STATE HEALTH PLANNING AND DEVELOPMENT AGENCY,HTH,HTH,Operating,B,2026,340000.0,,,,Health,,,Special Funds,0.34,False
STATE LABORATORY SERVICES,STATE LABORATORY SERVICES,HTH,HTH,Operating,B,2026,272901.0,,,,Health,,,Special Funds,0.272901,False
STATE LABORATORY SERVICES,STATE LABORATORY SERVICES,HTH,HTH,Operating,A,2026,1029222.0,,,,Health,,,General Fund,1.029222,False
STATE LABORATORY SERVICES,STATE LABORATORY SERVICES,HTH,HTH,Operating,B,2026,429999.0,,,,Health,,,Special Funds,0.429999,False
STATE LABORATORY SERVICES,STATE LABORATORY SERVICES,HTH,HTH,Operating,W,2026,23967.0,,,,Health,,,Special Funds,0.023967,False
STATE RISK MANAGEMENT AND INSURANCE ADMINISTRATION,STATE RISK MANAGEMENT AND INSURANCE ADMINISTRATION,AGS,AGS,Operating,W,2026,25701949.0,,,,Government Operations,,,Special Funds,25.701949,False
STATEWIDE PLANNING AND COORDINATION,STATEWIDE PLANNING AND COORDINATION,BED,BED,Capital Improvement,B,2026,7500000.0,,,,Government Operations,,,Special Funds,7.5,True
STATEWIDE PLANNING AND COORDINATION,STATEWIDE PLANNING AND COORDINATION,BED,BED,Operating,A,2026,2041871.0,,,,Government Operations,,,General Fund,2.041871,False
STATEWIDE PLANNING AND COORDINATION,STATEWIDE PLANNING AND COORDINATION,BED,BED,Operating,W,2026,2000000.0,,,,Government Operations,,,Special Funds,2.0,False
STRATEGIC MARKETING AND SUPPORT,STRATEGIC MARKETING AND SUPPORT,BED,BED,Operating,B,2026,700000.0,,,,Economic Development,,,Special Funds,0.7,False
STRATEGIC MARKETING AND SUPPORT,STRATEGIC MARKETING AND SUPPORT,BED,BED,Operating,W,2026,1823499.0,,,,Economic Development,,,Special Funds,1.823499,False
SUPPORTING SERVICES,REVENUE COLLECTION,TAX,TAX,Operating,A,2026,18528791.0,,,,Government Operations,,,General Fund,18.528791,False
SUPPORTING SERVICES - REVENUE COLLECTION,SUPPORTING SERVICES - REVENUE COLLECTION,TAX,TAX,Operating,B,2026,3629626.0,,,,Government Operations,,,Special Funds,3.629626,False
UNEMPLOYMENT INSURANCE PROGRAM,UNEMPLOYMENT INSURANCE PROGRAM,LBR,LBR,Operating,A,2026,18000000.0,,,,Employment,,,General Fund,18.0,False
UNEMPLOYMENT INSURANCE PROGRAM,UNEMPLOYMENT INSURANCE PROGRAM,LBR,LBR,Operating,T,2026,341400000.0,,,,Employment,,,Special Funds,341.4,False
UNEMPLOYMENT INSURANCE PROGRAM,UNEMPLOYMENT INSURANCE PROGRAM,LBR,LBR,Operating,B,2026,2173756.0,,,,Employment,,,Special Funds,2.173756,False
"UNIVERSITY OF HAWAII, COMMUNITY COLLEGES","UNIVERSITY OF HAWAII, COMMUNITY COLLEGES",UOH,UOH,Operating,B,2026,75650296.0,,,,Education,,,Special Funds,75.650296,False
"UNIVERSITY OF HAWAII, COMMUNITY COLLEGES","UNIVERSITY OF HAWAII, COMMUNITY COLLEGES",UOH,UOH,Operating,W,2026,31826332.0,,,,Education,,,Special Funds,31.826332,False
"UNIVERSITY OF HAWAII, COMMUNITY COLLEGES","UNIVERSITY OF HAWAII, COMMUNITY COLLEGES",UOH,UOH,Capital Improvement,B,2026,45000000.0,,,,Education,,,Special Funds,45.0,True
"UNIVERSITY OF HAWAII, COMMUNITY COLLEGES","UNIVERSITY OF HAWAII, COMMUNITY COLLEGES",UOH,UOH,Operating,A,2026,4428296.0,,,,Education,,,General Fund,4.428296,False
"UNIVERSITY OF HAWAII, HILO","UNIVERSITY OF HAWAII, HILO",UOH,UOH,Operating,A,2026,443962.0,,,,Education,,,General Fund,0.443962,False
"UNIVERSITY OF HAWAII, HILO","UNIVERSITY OF HAWAII, HILO",UOH,UOH,Operating,B,2026,44435015.0,,,,Education,,,Special Funds,44.435015,False
"UNIVERSITY OF HAWAII, HILO","UNIVERSITY OF HAWAII, HILO",UOH,UOH,Operating,W,2026,7489592.0,,,,Education,,,Special Funds,7.489592,False
"UNIVERSITY OF HAWAII, HILO","UNIVERSITY OF HAWAII, HILO",UOH,UOH,Capital Improvement,B,2026,15000000.0,,,,Education,,,Special Funds,15.0,True
"UNIVERSITY OF HAWAII, JOHN A. BURNS SCHOOL OF MEDICINE","UNIVERSITY OF HAWAII, JOHN A. BURNS SCHOOL OF MEDICINE",UOH,UOH,Operating,W,2026,8010453.0,,,,Education,,,Special Funds,8.010453,False
"UNIVERSITY OF HAWAII, JOHN A. BURNS SCHOOL OF MEDICINE","UNIVERSITY OF HAWAII, JOHN A. BURNS SCHOOL OF MEDICINE",UOH,UOH,Operating,B,2026,28917688.0,,,,Education,,,Special Funds,28.917688,False
"UNIVERSITY OF HAWAII, MANOA","UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Capital Improvement,B,2026,59750000.0,,,,Education,,,Special Funds,59.75,True
"UNIVERSITY OF HAWAII, MANOA","UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Capital Improvement,A,2026,30750000.0,,,,Education,,,General Fund,30.75,True
"UNIVERSITY OF HAWAII, MANOA","UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Operating,W,2026,65569059.0,,,,Education,,,Special Funds,65.569059,False
"UNIVERSITY OF HAWAII, MANOA","UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Operating,B,2026,361552962.0,,,,Education,,,Special Funds,361.552962,False
"UNIVERSITY OF HAWAII, MANOA","UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Operating,A,2026,6873565.0,,,,Education,,,General Fund,6.873565,False
"UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT","UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT",UOH,UOH,Operating,A,2026,1094875.0,,,,Education,,,General Fund,1.094875,False
"UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT","UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT",UOH,UOH,Capital Improvement,B,2026,50504000.0,,,,Education,,,Special Funds,50.504,True
"UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT","UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT",UOH,UOH,Operating,W,2026,18501700.0,,,,Education,,,Special Funds,18.5017,False
"UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT","UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT",UOH,UOH,Operating,B,2026,24242602.0,,,,Education,,,Special Funds,24.242602,False
"UNIVERSITY OF HAWAII, WEST OAHU","UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Operating,W,2026,2097704.0,,,,Education,,,Special Funds,2.097704,False
"UNIVERSITY OF HAWAII, WEST OAHU","UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Operating,B,2026,22028269.0,,,,Education,,,Special Funds,22.028269,False
"UNIVERSITY OF HAWAII, WEST OAHU","UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Capital Improvement,B,2026,6500000.0,,,,Education,,,Special Funds,6.5,True
"UNIVERSITY OF HAWAII, WEST OAHU","UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Operating,A,2026,802037.0,,,,Education,,,General Fund,0.802037,False
Unknown,HISTORIC PRESERVATION,LNR,LNR,Operating,A,2026,4520402.0,,,,Culture and Recreation,,,General Fund,4.520402,False
Unknown,GENERAL SUPPORT,CCA,CCA,Operating,B,2026,24860659.0,,,,Individual Rights,,,Special Funds,24.860659,False
Unknown,INSURANCE REGULATORY SERVICES,CCA,CCA,Operating,B,2026,23746784.0,,,,Individual Rights,,,Special Funds,23.746784,False
Unknown,OFFICE OF THE LIEUTENANT GOVERNOR,LTG,LTG,Operating,A,2026,2251665.0,,,,Government Operations,,,General Fund,2.251665,False
Unknown,PROFESSIONAL AND VOCATIONAL LICENSING,CCA,CCA,Operating,B,2026,9909730.0,,,,Individual Rights,,,Special Funds,9.90973,False
Unknown,POST-SECONDARY EDUCATION AUTHORIZATION,CCA,CCA,Operating,B,2026,249052.0,,,,Individual Rights,,,Special Funds,0.249052,False
Unknown,OFFICE OF THE PUBLIC DEFENDER,BUF,BUF,Operating,A,2026,15137691.0,,,,Individual Rights,,,General Fund,15.137691,False
Unknown,ENFORCEMENT OF INFORMATION PRACTICES,AGS,AGS,Operating,A,2026,1258905.0,,,,Individual Rights,,,General Fund,1.258905,False
Unknown,PUBLIC UTILITIES COMMISSION,CCA,CCA,Operating,B,2026,19725310.0,,,,Individual Rights,,,Special Funds,19.72531,False
Unknown,OFFICE OF CONSUMER PROTECTION,CCA,CCA,Operating,B,2026,3833679.0,,,,Individual Rights,,,Special Funds,3.833679,False
Unknown,BUSINESS REGISTRATION AND SECURITIES REGULATION,CCA,CCA,Operating,B,2026,10459932.0,,,,Individual Rights,,,Special Funds,10.459932,False
Unknown,HAWAII EMPLOYER UNION TRUST FUND,BUF,BUF,Operating,T,2026,11193297.0,,,,Government Operations,,,Special Funds,11.193297,False
Unknown,FOREST AND OUTDOOR RECREATION,LNR,LNR,Operating,A,2026,4812230.0,,,,Culture and Recreation,,,General Fund,4.81223,False
Unknown,ENHANCED 911 BOARD,AGS,AGS,Operating,B,2026,14035349.0,,,,Government Operations,,,Special Funds,14.035349,False
Unknown,PARKS ADMINISTRATION AND OPERATION,LNR,LNR,Operating,A,2026,12886065.0,,,,Culture and Recreation,,,General Fund,12.886065,False
Unknown,"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND EFFECTIVENESS",HRD,HRD,Operating,A,2026,28276844.0,,,,Government Operations,,,General Fund,28.276844,False
Unknown,OFFICE OF THE GOVERNOR,GOV,GOV,Operating,A,2026,4701872.0,,,,Government Operations,,,General Fund,4.701872,False
Unknown,EMPLOYEES’ RETIREMENT SYSTEM,BUF,BUF,Operating,X,2026,30773357.0,,,,Government Operations,,,Other Funds,30.773357,False
Unknown,MEASUREMENT STANDARDS,AGR,AGR,Operating,A,2026,746480.0,,,,Individual Rights,,,General Fund,0.74648,False
Unknown,COMMISSION ON THE STATUS OF WOMEN,HMS,HMS,Operating,A,2026,184462.0,,,,Individual Rights,,,General Fund,0.184462,False
Unknown,CONVEYANCES AND RECORDINGS,LNR,LNR,Operating,B,2026,7731946.0,,,,Individual Rights,,,Special Funds,7.731946,False
Unknown,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,AGS,Operating,A,2026,10435556.0,,,,Culture and Recreation,,,General Fund,10.435556,False
Unknown,SUPPORTING SERVICES – HUMAN RESOURCES DEVELOPMENT,HRD,HRD,Operating,A,2026,2897063.0,,,,Government Operations,,,General Fund,2.897063,False
Unknown,ACCOUNTING SYSTEM DEVELOPMENT AND MAINTENANCE,AGS,AGS,Operating,A,2026,10964409.0,,,,Government Operations,,,General Fund,10.964409,False
Unknown,PUBLIC LANDS MANAGEMENT,LNR,LNR,Operating,A,2026,177872.0,,,,Government Operations,,,General Fund,0.177872,False
Unknown,NON-STATE FACILITIES,PSD,PSD,Operating,A,2026,42589908.0,,,,Public Safety,,,General Fund,42.589908,False
Unknown,NARCOTICS ENFORCEMENT DIVISION,LAW,LAW,Operating,A,2026,1713945.0,,,,Public Safety,,,General Fund,1.713945,False
Unknown,GENERAL ADMINISTRATIVE SERVICES,AGS,AGS,Operating,A,2026,5905937.0,,,,Government Operations,,,General Fund,5.905937,False
Unknown,DEPARTMENTAL ADMINISTRATION AND BUDGET DIVISION,BUF,BUF,Operating,A,2026,14051217.0,,,,Government Operations,,,General Fund,14.051217,False
Unknown,HEALTH PREMIUM PAYMENT FOR ANNUAL REQUIRED CONTRIBUTION (ARC).,BUF,BUF,Operating,A,2026,838506000.0,,,,Government Operations,,,General Fund,838.506,False
Unknown,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,ATG,Operating,A,2026,2614592.0,,,,Public Safety,,,General Fund,2.614592,False
Unknown,CAMPAIGN SPENDING COMMISSION,AGS,AGS,Operating,A,2026,2757314.0,,,,Government Operations,,,General Fund,2.757314,False
Unknown,SHERIFF,LAW,LAW,Operating,A,2026,28441127.0,,,,Public Safety,,,General Fund,28.441127,False
Unknown,OFFICE OF ELECTIONS,AGS,AGS,Operating,A,2026,6452228.0,,,,Government Operations,,,General Fund,6.452228,False
Unknown,CRIMINAL INVESTIGATION DIVISION,LAW,LAW,Operating,A,2026,4113508.0,,,,Public Safety,,,General Fund,4.113508,False
Unknown,FINANCIAL ADMINISTRATION,BUF,BUF,Operating,A,2026,2870681.0,,,,Government Operations,,,General Fund,2.870681,False
Unknown,INTERNAL POST AUDIT,AGS,AGS,Operating,A,2026,1023968.0,,,,Government Operations,,,General Fund,1.023968,False
Unknown,LAW ENFORCEMENT TRAINING DIVISION,LAW,LAW,Operating,A,2026,2668464.0,,,,Public Safety,,,General Fund,2.668464,False
Unknown,GENERAL ADMINISTRATION,LAW,LAW,Operating,A,2026,20894244.0,,,,Public Safety,,,General Fund,20.894244,False
Unknown,SURPLUS PROPERTY MANAGEMENT,AGS,AGS,Operating,W,2026,2006599.0,,,,Government Operations,,,Special Funds,2.006599,False
Unknown,STATE PROCUREMENT,AGS,AGS,Operating,A,2026,2203297.0,,,,Government Operations,,,General Fund,2.203297,False
Unknown,RECORDING AND REPORTING,AGS,AGS,Operating,A,2026,1386549.0,,,,Government Operations,,,General Fund,1.386549,False
Unknown,GENERAL ADMINISTRATION,PSD,PSD,Operating,A,2026,25287667.0,,,,Public Safety,,,General Fund,25.287667,False
Unknown,EXPENDITURE EXAMINATION,AGS,AGS,Operating,A,2026,1628950.0,,,,Government Operations,,,General Fund,1.62895,False
Unknown,COMPLIANCE,TAX,TAX,Operating,A,2026,10613723.0,,,,Government Operations,,,General Fund,10.613723,False
Unknown,TAX COLLECTION SERVICES OFFICE,TAX,TAX,Operating,A,2026,3427288.0,,,,Government Operations,,,General Fund,3.427288,False
Unknown,TAX SERVICES AND PROCESSING,TAX,TAX,Operating,A,2026,7116185.0,,,,Government Operations,,,General Fund,7.116185,False
Unknown,OFFICE OF HOMELAND SECURITY,LAW,LAW,Operating,A,2026,2362031.0,,,,Public Safety,,,General Fund,2.362031,False
Unknown,CRIME VICTIM COMPENSATION COMMISSION,PSD,PSD,Operating,A,2026,1125638.0,,,,Public Safety,,,General Fund,1.125638,False
Unknown,ADULT PAROLE SUPERVISION AND COUNSELING,PSD,PSD,Operating,A,2026,5211808.0,,,,Public Safety,,,General Fund,5.211808,False
Unknown,LEGAL SERVICES,ATG,ATG,Operating,A,2026,47212444.0,,,,Government Operations,,,General Fund,47.212444,False
Unknown,OCEAN-BASED RECREATION,LNR,LNR,Operating,A,2026,478396.0,,,,Culture and Recreation,,,General Fund,0.478396,False
Unknown,HAWAII CORRECTIONAL INDUSTRIES,PSD,PSD,Operating,W,2026,10884725.0,,,,Public Safety,,,Special Funds,10.884725,False
Unknown,PREVENTION OF NATURAL DISASTERS,LNR,LNR,Operating,A,2026,110000.0,,,,Public Safety,,,General Fund,0.11,False
Unknown,STATE RISK MANAGEMENT AND INSURANCE ADMINISTRATION,AGS,AGS,Operating,A,2026,26987995.0,,,,Government Operations,,,General Fund,26.987995,False
Unknown,FINANCIAL SERVICES REGULATION,CCA,CCA,Operating,B,2026,6417109.0,,,,Individual Rights,,,Special Funds,6.417109,False
Unknown,STATEWIDE PLANNING AND COORDINATION,BED,BED,Operating,A,2026,4580161.0,,,,Government Operations,,,General Fund,4.580161,False
Unknown,"CONSUMER ADVOCATE FOR COMMUNICATION, UTILITIES, AND TRANSPORTATION SERVICES",CCA,CCA,Operating,B,2026,4944320.0,,,,Individual Rights,,,Special Funds,4.94432,False
Unknown,SPECTATOR EVENTS & SHOWS -ALOHA STADIUM,BED,BED,Operating,B,2026,8772356.0,,,,Culture and Recreation,,,Special Funds,8.772356,False
Unknown,HALAWA CORRECTIONAL FACILITY,PSD,PSD,Operating,A,2026,39211885.0,,,,Public Safety,,,General Fund,39.211885,False
Unknown,KULANI CORRECTIONAL FACILITY,PSD,PSD,Operating,A,2026,7099249.0,,,,Public Safety,,,General Fund,7.099249,False
Unknown,ADULT PAROLE DETERMINATIONS,PSD,PSD,Operating,A,2026,569373.0,,,,Public Safety,,,General Fund,0.569373,False
Unknown,WAIAWA CORRECTIONAL FACILITY,PSD,PSD,Operating,A,2026,9032631.0,,,,Public Safety,,,General Fund,9.032631,False
Unknown,HAWAII COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2026,15855815.0,,,,Public Safety,,,General Fund,15.855815,False
Unknown,CABLE TELEVISION,CCA,CCA,Operating,B,2026,2511181.0,,,,Individual Rights,,,Special Funds,2.511181,False
Unknown,MAUI COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2026,16652787.0,,,,Public Safety,,,General Fund,16.652787,False
Unknown,OAHU COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2026,43886972.0,,,,Public Safety,,,General Fund,43.886972,False
Unknown,ENTERPRISE TECHNOLOGY SERVICES,AGS,AGS,Operating,A,2026,51336206.0,,,,Government Operations,,,General Fund,51.336206,False
Unknown,KAUAI COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2026,6628031.0,,,,Public Safety,,,General Fund,6.628031,False
