program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,ceiling,allocation_type,category,subcategory,notes,fund_category
LBR152,WAGE STANDARDS PROGRAM,LBR,LBR,Operating,B,2027,500000.0,,,,Employment,,,Special Funds
LBR152,WAGE STANDARDS PROGRAM,LBR,LBR,Operating,A,2027,1442931.0,,,,Employment,,,General Funds
LBR153,HAWAII CIVIL RIGHTS COMMISSION,LBR,LBR,Operating,A,2027,1843633.0,,,,Employment,,,General Funds
LBR153,HAWAII CIVIL RIGHTS COMMISSION,LBR,LBR,Operating,P,2027,350000.0,,,,Employment,,,Other Federal Funds
LBR161,HAWAII LABOR RELATIONS BOARD,LBR,LBR,Operating,A,2027,1138087.0,,,,Employment,,,General Funds
LBR171,UNEMPLOYMENT INSURANCE PROGRAM,LBR,LBR,Operating,A,2027,1098246.0,,,,Employment,,,General Funds
LBR171,UNEMPLOYMENT INSURANCE PROGRAM,LBR,LBR,Operating,T,2027,341400000.0,,,,Employment,,,Trust Funds
LBR171,UNEMPLOYMENT INSURANCE PROGRAM,LBR,LBR,Operating,N,2027,18000000.0,,,,Employment,,,Federal Funds
LBR171,UNEMPLOYMENT INSURANCE PROGRAM,LBR,LBR,Operating,B,2027,2173756.0,,,,Employment,,,Special Funds
LBR183,DISABILITY COMPENSATION PROGRAM,LBR,LBR,Operating,T,2027,24157551.0,,,,Employment,,,Trust Funds
LBR183,DISABILITY COMPENSATION PROGRAM,LBR,LBR,Operating,A,2027,9039187.0,,,,Employment,,,General Funds
LBR812,LABOR AND INDUSTRIAL RELATIONS APPEALS BOARD,LBR,LBR,Operating,A,2027,1209410.0,,,,Employment,,,General Funds
LBR901,RESEARCH AND STATISTICS,LBR,LBR,Operating,A,2027,178081.0,,,,Employment,,,General Funds
LBR901,RESEARCH AND STATISTICS,LBR,LBR,Operating,N,2027,440322.0,,,,Employment,,,Federal Funds
LBR902,GENERAL ADMINISTRATION,LBR,LBR,Operating,A,2027,2912790.0,,,,Employment,,,General Funds
LBR902,GENERAL ADMINISTRATION,LBR,LBR,Operating,B,2027,200000.0,,,,Employment,,,Special Funds
LBR902,GENERAL ADMINISTRATION,LBR,LBR,Operating,P,2027,6000000.0,,,,Employment,,,Other Federal Funds
LBR903,OFFICE OF COMMUNITY SERVICES,LBR,LBR,Operating,A,2027,4971563.0,,,,Employment,,,General Funds
LBR903,OFFICE OF COMMUNITY SERVICES,LBR,LBR,Operating,B,2027,5000.0,,,,Employment,,,Special Funds
LBR903,OFFICE OF COMMUNITY SERVICES,LBR,LBR,Operating,N,2027,6517000.0,,,,Employment,,,Federal Funds
LNR101,PUBLIC LANDS MANAGEMENT,LNR,LNR,Operating,A,2027,177872.0,,,,Government Operations,,,General Funds
LNR101,PUBLIC LANDS MANAGEMENT,LNR,LNR,Operating,B,2027,22983607.0,,,,Government Operations,,,Special Funds
LNR102,LEGACY LAND CONSERVATION PROGRAM,LNR,LNR,Operating,B,2027,9034784.0,,,,Government Operations,,,Special Funds
LNR111,CONVEYANCES AND RECORDINGS,LNR,LNR,Operating,B,2027,7731946.0,,,,Individual Rights,,,Special Funds
LNR141,WATER AND LAND DEVELOPMENT,LNR,LNR,Operating,T,2027,199479.0,,,,Economic Development,,,Trust Funds
LNR141,WATER AND LAND DEVELOPMENT,LNR,LNR,Operating,B,2027,907330.0,,,,Economic Development,,,Special Funds
LNR141,WATER AND LAND DEVELOPMENT,LNR,LNR,Operating,A,2027,3403862.0,,,,Economic Development,,,General Funds
LNR172,FORESTRY - RESOURCE MANAGEMENT AND DEVELOPMENT,LNR,LNR,Operating,A,2027,8808994.0,,,,Economic Development,,,General Funds
LNR172,FORESTRY - RESOURCE MANAGEMENT AND DEVELOPMENT,LNR,LNR,Operating,B,2027,2455475.0,,,,Economic Development,,,Special Funds
LNR172,FORESTRY - RESOURCE MANAGEMENT AND DEVELOPMENT,LNR,LNR,Operating,P,2027,10530000.0,,,,Economic Development,,,Other Federal Funds
LNR401,ECOSYSTEM PROTECTION AND RESTORATION,LNR,LNR,Operating,A,2027,5526913.0,,,,Environment,,,General Funds
LNR401,ECOSYSTEM PROTECTION AND RESTORATION,LNR,LNR,Operating,P,2027,283534.0,,,,Environment,,,Other Federal Funds
LNR401,ECOSYSTEM PROTECTION AND RESTORATION,LNR,LNR,Operating,B,2027,4239054.0,,,,Environment,,,Special Funds
LNR401,ECOSYSTEM PROTECTION AND RESTORATION,LNR,LNR,Operating,N,2027,4889500.0,,,,Environment,,,Federal Funds
LNR402,NATIVE RESOURCES AND FIRE PROTECTION PROGRAM,LNR,LNR,Operating,P,2027,2883534.0,,,,Environment,,,Other Federal Funds
LNR402,NATIVE RESOURCES AND FIRE PROTECTION PROGRAM,LNR,LNR,Operating,U,2027,1686056.0,,,,Environment,,,Interdepartmental Transfers
LNR402,NATIVE RESOURCES AND FIRE PROTECTION PROGRAM,LNR,LNR,Operating,T,2027,106475.0,,,,Environment,,,Trust Funds
LNR402,NATIVE RESOURCES AND FIRE PROTECTION PROGRAM,LNR,LNR,Operating,N,2027,3679077.0,,,,Environment,,,Federal Funds
LNR402,NATIVE RESOURCES AND FIRE PROTECTION PROGRAM,LNR,LNR,Operating,A,2027,23539031.0,,,,Environment,,,General Funds
LNR404,WATER RESOURCES,LNR,LNR,Operating,A,2027,4484758.0,,,,Environment,,,General Funds
LNR404,WATER RESOURCES,LNR,LNR,Operating,B,2027,1283123.0,,,,Environment,,,Special Funds
LNR405,CONSERVATION AND RESOURCES ENFORCEMENT,LNR,LNR,Operating,N,2027,958875.0,,,,Environment,,,Federal Funds
LNR405,CONSERVATION AND RESOURCES ENFORCEMENT,LNR,LNR,Operating,W,2027,32671.0,,,,Environment,,,Revolving Funds
LNR405,CONSERVATION AND RESOURCES ENFORCEMENT,LNR,LNR,Operating,P,2027,100000.0,,,,Environment,,,Other Federal Funds
LNR405,CONSERVATION AND RESOURCES ENFORCEMENT,LNR,LNR,Operating,B,2027,921447.0,,,,Environment,,,Special Funds
LNR405,CONSERVATION AND RESOURCES ENFORCEMENT,LNR,LNR,Operating,A,2027,17545614.0,,,,Environment,,,General Funds
LNR407,NATURAL AREA RESERVES AND WATERSHED MANAGEMENT,LNR,LNR,Operating,A,2027,11334704.0,,,,Environment,,,General Funds
LNR407,NATURAL AREA RESERVES AND WATERSHED MANAGEMENT,LNR,LNR,Operating,B,2027,180000.0,,,,Environment,,,Special Funds
LNR407,NATURAL AREA RESERVES AND WATERSHED MANAGEMENT,LNR,LNR,Operating,N,2027,440000.0,,,,Environment,,,Federal Funds
LNR407,NATURAL AREA RESERVES AND WATERSHED MANAGEMENT,LNR,LNR,Operating,P,2027,3000000.0,,,,Environment,,,Other Federal Funds
LNR801,OCEAN-BASED RECREATION,LNR,LNR,Operating,A,2027,478396.0,,,,Culture and Recreation,,,General Funds
LNR801,OCEAN-BASED RECREATION,LNR,LNR,Operating,N,2027,1500000.0,,,,Culture and Recreation,,,Federal Funds
LNR801,OCEAN-BASED RECREATION,LNR,LNR,Operating,B,2027,42965486.0,,,,Culture and Recreation,,,Special Funds
LNR802,HISTORIC PRESERVATION,LNR,LNR,Operating,A,2027,4520402.0,,,,Culture and Recreation,,,General Funds
LNR802,HISTORIC PRESERVATION,LNR,LNR,Operating,B,2027,923397.0,,,,Culture and Recreation,,,Special Funds
LNR802,HISTORIC PRESERVATION,LNR,LNR,Operating,N,2027,751525.0,,,,Culture and Recreation,,,Federal Funds
LNR804,FOREST AND OUTDOOR RECREATION,LNR,LNR,Operating,B,2027,917145.0,,,,Culture and Recreation,,,Special Funds
LNR804,FOREST AND OUTDOOR RECREATION,LNR,LNR,Operating,N,2027,5396897.0,,,,Culture and Recreation,,,Federal Funds
LNR804,FOREST AND OUTDOOR RECREATION,LNR,LNR,Operating,W,2027,913329.0,,,,Culture and Recreation,,,Revolving Funds
LNR804,FOREST AND OUTDOOR RECREATION,LNR,LNR,Operating,A,2027,4812230.0,,,,Culture and Recreation,,,General Funds
LNR806,PARKS ADMINISTRATION AND OPERATION,LNR,LNR,Operating,A,2027,12886065.0,,,,Culture and Recreation,,,General Funds
LNR806,PARKS ADMINISTRATION AND OPERATION,LNR,LNR,Operating,B,2027,31094536.0,,,,Culture and Recreation,,,Special Funds
LNR806,PARKS ADMINISTRATION AND OPERATION,LNR,LNR,Capital Improvement,C,2027,2150000.0,,,,Culture and Recreation,,,General Obligation Bond Fund
LNR806,PARKS ADMINISTRATION AND OPERATION,LNR,LNR,Capital Improvement,N,2027,250000.0,,,,Culture and Recreation,,Investment Capital - Fund Type: N,Federal Funds
LNR810,PREVENTION OF NATURAL DISASTERS,LNR,LNR,Operating,P,2027,1160621.0,,,,Public Safety,,,Other Federal Funds
LNR810,PREVENTION OF NATURAL DISASTERS,LNR,LNR,Operating,A,2027,110000.0,,,,Public Safety,,,General Funds
LNR810,PREVENTION OF NATURAL DISASTERS,LNR,LNR,Operating,B,2027,7660556.0,,,,Public Safety,,,Special Funds
LNR906,LNR - NATURAL AND PHYSICAL ENVIRONMENT,LNR,LNR,Operating,A,2027,7061839.0,,,,Environment,,,General Funds
LNR906,LNR - NATURAL AND PHYSICAL ENVIRONMENT,LNR,LNR,Operating,B,2027,3475827.0,,,,Environment,,,Special Funds
LNR906,LNR - NATURAL AND PHYSICAL ENVIRONMENT,LNR,LNR,Operating,P,2027,116466.0,,,,Environment,,,Other Federal Funds
LNR907,AHA MOKU ADVISORY COMMITTEE,LNR,LNR,Operating,A,2027,286300.0,,,,Environment,,,General Funds
LNR908,KAHOOLAWE ISLAND RESERVE COMMISSION,LNR,LNR,Operating,A,2027,1845510.0,,,,Environment,,,General Funds
LNR909,MAUNA KEA STEWARDSHIP & OVERSIGHT AUTHORITY,LNR,LNR,Operating,A,2027,14000800.0,,,,Environment,,,General Funds
LTG100,OFFICE OF THE LIEUTENANT GOVERNOR,LTG,LTG,Operating,A,2027,2251665.0,,,,Government Operations,,,General Funds
LTG100,OFFICE OF THE LIEUTENANT GOVERNOR,LTG,LTG,Operating,B,2027,312000.0,,,,Government Operations,,,Special Funds
PSD402,HALAWA CORRECTIONAL FACILITY,PSD,PSD,Operating,A,2027,39211885.0,,,,Public Safety,,,General Funds
PSD403,KULANI CORRECTIONAL FACILITY,PSD,PSD,Operating,A,2027,7099249.0,,,,Public Safety,,,General Funds
PSD404,WAIAWA CORRECTIONAL FACILITY,PSD,PSD,Operating,A,2027,9032631.0,,,,Public Safety,,,General Funds
PSD405,HAWAII COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2027,15855815.0,,,,Public Safety,,,General Funds
PSD406,MAUI COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2027,16652787.0,,,,Public Safety,,,General Funds
PSD407,OAHU COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2027,43160178.0,,,,Public Safety,,,General Funds
PSD408,KAUAI COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2027,6628031.0,,,,Public Safety,,,General Funds
PSD409,WOMEN'S COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2027,20991799.0,,,,Public Safety,,,General Funds
PSD410,INTAKE SERVICE CENTERS,PSD,PSD,Operating,A,2027,5891809.0,,,,Public Safety,,,General Funds
PSD420,CORRECTIONS PROGRAM SERVICES,PSD,PSD,Operating,N,2027,1045989.0,,,,Public Safety,,,Federal Funds
PSD420,CORRECTIONS PROGRAM SERVICES,PSD,PSD,Operating,A,2027,26143271.0,,,,Public Safety,,,General Funds
PSD421,HEALTH CARE,PSD,PSD,Operating,A,2027,38877361.0,,,,Public Safety,,,General Funds
PSD422,HAWAII CORRECTIONAL INDUSTRIES,PSD,PSD,Operating,W,2027,10884725.0,,,,Public Safety,,,Revolving Funds
PSD611,ADULT PAROLE DETERMINATIONS,PSD,PSD,Operating,A,2027,569373.0,,,,Public Safety,,,General Funds
PSD612,ADULT PAROLE SUPERVISION AND COUNSELING,PSD,PSD,Operating,A,2027,5211808.0,,,,Public Safety,,,General Funds
PSD613,CRIME VICTIM COMPENSATION COMMISSION,PSD,PSD,Operating,B,2027,1186017.0,,,,Public Safety,,,Special Funds
PSD613,CRIME VICTIM COMPENSATION COMMISSION,PSD,PSD,Operating,P,2027,859315.0,,,,Public Safety,,,Other Federal Funds
PSD613,CRIME VICTIM COMPENSATION COMMISSION,PSD,PSD,Operating,A,2027,1125638.0,,,,Public Safety,,,General Funds
PSD808,NON-STATE FACILITIES,PSD,PSD,Operating,A,2027,42589908.0,,,,Public Safety,,,General Funds
PSD900,GENERAL ADMINISTRATION,PSD,PSD,Operating,B,2027,1331967.0,,,,Public Safety,,,Special Funds
PSD900,GENERAL ADMINISTRATION,PSD,PSD,Operating,T,2027,75065.0,,,,Public Safety,,,Trust Funds
PSD900,GENERAL ADMINISTRATION,AGS,AGS,Capital Improvement,C,2027,15000000.0,,,,Public Safety,,,General Obligation Bond Fund
PSD900,GENERAL ADMINISTRATION,PSD,PSD,Operating,A,2027,25287667.0,,,,Public Safety,,,General Funds
TAX100,COMPLIANCE,TAX,TAX,Operating,A,2027,10668773.0,,,,Government Operations,,,General Funds
TAX103,TAX COLLECTION SERVICES OFFICE,TAX,TAX,Operating,A,2027,3427288.0,,,,Government Operations,,,General Funds
TAX105,TAX SERVICES AND PROCESSING,TAX,TAX,Operating,A,2027,7116185.0,,,,Government Operations,,,General Funds
TAX107,SUPPORTING SERVICES - REVENUE COLLECTION,TAX,TAX,Operating,B,2027,3629626.0,,,,Government Operations,,,Special Funds
TAX107,SUPPORTING SERVICES - REVENUE COLLECTION,TAX,TAX,Operating,A,2027,19823837.0,,,,Government Operations,,,General Funds
TRN102,DANIEL K. INOUYE INTERNATIONAL AIRPORT,TRN,TRN,Operating,B,2027,285933581.0,,,,Transportation,,,Special Funds
TRN102,DANIEL K. INOUYE INTERNATIONAL AIRPORT,TRN,TRN,Capital Improvement,E,2027,26760000.0,,,,Transportation,,,Revenue Bond Funds
TRN102,DANIEL K. INOUYE INTERNATIONAL AIRPORT,TRN,TRN,Capital Improvement,N,2027,1000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN104,GENERAL AVIATION,TRN,TRN,Operating,B,2027,17928307.0,,,,Transportation,,,Special Funds
TRN111,HILO INTERNATIONAL AIRPORT,TRN,TRN,Operating,B,2027,28974929.0,,,,Transportation,,,Special Funds
TRN114,ELLISON ONIZUKA KONA INTERNATIONAL AIRPORT AT KEAHOLE,TRN,TRN,Operating,B,2027,34549166.0,,,,Transportation,,,Special Funds
TRN116,WAIMEA-KOHALA AIRPORT,TRN,TRN,Operating,B,2027,1339121.0,,,,Transportation,,,Special Funds
TRN118,UPOLU AIRPORT,TRN,TRN,Operating,B,2027,51100.0,,,,Transportation,,,Special Funds
TRN131,KAHULUI AIRPORT,TRN,TRN,Capital Improvement,E,2027,57500000.0,,,,Transportation,,,Revenue Bond Funds
TRN131,KAHULUI AIRPORT,TRN,TRN,Operating,B,2027,52419747.0,,,,Transportation,,,Special Funds
TRN133,HANA AIRPORT,TRN,TRN,Operating,B,2027,762525.0,,,,Transportation,,,Special Funds
TRN135,KAPALUA AIRPORT,TRN,TRN,Operating,B,2027,3135770.0,,,,Transportation,,,Special Funds
TRN141,MOLOKAI AIRPORT,TRN,TRN,Operating,B,2027,3998586.0,,,,Transportation,,,Special Funds
TRN143,KALAUPAPA AIRPORT,TRN,TRN,Operating,B,2027,520929.0,,,,Transportation,,,Special Funds
TRN151,LANAI AIRPORT,TRN,TRN,Operating,B,2027,4584732.0,,,,Transportation,,,Special Funds
TRN161,LIHUE AIRPORT,TRN,TRN,Capital Improvement,N,2027,4600000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN161,LIHUE AIRPORT,TRN,TRN,Operating,B,2027,33055875.0,,,,Transportation,,,Special Funds
TRN161,LIHUE AIRPORT,TRN,TRN,Capital Improvement,E,2027,5140000.0,,,,Transportation,,,Revenue Bond Funds
TRN163,PORT ALLEN AIRPORT,TRN,TRN,Operating,B,2027,1841.0,,,,Transportation,,,Special Funds
TRN195,AIRPORTS ADMINISTRATION,TRN,TRN,Operating,B,2027,467112227.0,,,,Transportation,,,Special Funds
TRN195,AIRPORTS ADMINISTRATION,TRN,TRN,Capital Improvement,B,2027,7500000.0,,,,Transportation,,,Special Funds
TRN195,AIRPORTS ADMINISTRATION,TRN,TRN,Capital Improvement,X,2027,200000.0,,,,Transportation,,Investment Capital - Fund Type: X,Other Funds
TRN195,AIRPORTS ADMINISTRATION,TRN,TRN,Capital Improvement,N,2027,60002000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN195,AIRPORTS ADMINISTRATION,TRN,TRN,Capital Improvement,E,2027,751666000.0,,,,Transportation,,Investment Capital - Fund Type: E,Revenue Bond Funds
TRN301,HONOLULU HARBOR,TRN,TRN,Capital Improvement,R,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: R,Private Contributions
TRN301,HONOLULU HARBOR,TRN,TRN,Capital Improvement,B,2027,39992000.0,,,,Transportation,,,Special Funds
TRN301,HONOLULU HARBOR,TRN,TRN,Operating,B,2027,33212670.0,,,,Transportation,,,Special Funds
TRN301,HONOLULU HARBOR,TRN,TRN,Capital Improvement,N,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN303,KALAELOA BARBERS POINT HARBOR,TRN,TRN,Capital Improvement,B,2027,34992000.0,,,,Transportation,,,Special Funds
TRN303,KALAELOA BARBERS POINT HARBOR,TRN,TRN,Capital Improvement,N,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN303,KALAELOA BARBERS POINT HARBOR,TRN,TRN,Capital Improvement,R,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: R,Private Contributions
TRN303,KALAELOA BARBERS POINT HARBOR,TRN,TRN,Operating,B,2027,2252332.0,,,,Transportation,,,Special Funds
TRN311,HILO HARBOR,TRN,TRN,Operating,B,2027,4728916.0,,,,Transportation,,,Special Funds
TRN311,HILO HARBOR,TRN,TRN,Capital Improvement,B,2027,44992000.0,,,,Transportation,,,Special Funds
TRN311,HILO HARBOR,TRN,TRN,Capital Improvement,N,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN311,HILO HARBOR,TRN,TRN,Capital Improvement,R,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: R,Private Contributions
TRN313,KAWAIHAE HARBOR,TRN,TRN,Operating,B,2027,2585027.0,,,,Transportation,,,Special Funds
TRN331,KAHULUI HARBOR,TRN,TRN,Operating,B,2027,6725038.0,,,,Transportation,,,Special Funds
TRN331,KAHULUI HARBOR,TRN,TRN,Capital Improvement,N,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN331,KAHULUI HARBOR,TRN,TRN,Capital Improvement,R,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: R,Private Contributions
TRN331,KAHULUI HARBOR,TRN,TRN,Capital Improvement,B,2027,9992000.0,,,,Transportation,,,Special Funds
TRN333,HANA HARBOR,TRN,TRN,Operating,B,2027,13519.0,,,,Transportation,,,Special Funds
TRN341,KAUNAKAKAI HARBOR,TRN,TRN,Operating,B,2027,834216.0,,,,Transportation,,,Special Funds
TRN341,KAUNAKAKAI HARBOR,TRN,TRN,Capital Improvement,B,2027,4000.0,,,,Transportation,,,Special Funds
TRN341,KAUNAKAKAI HARBOR,TRN,TRN,Capital Improvement,N,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN341,KAUNAKAKAI HARBOR,TRN,TRN,Capital Improvement,R,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: R,Private Contributions
TRN351,KAUMALAPAU HARBOR,TRN,TRN,Capital Improvement,N,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN351,KAUMALAPAU HARBOR,TRN,TRN,Capital Improvement,B,2027,1992000.0,,,,Transportation,,,Special Funds
TRN351,KAUMALAPAU HARBOR,TRN,TRN,Operating,B,2027,511891.0,,,,Transportation,,,Special Funds
TRN351,KAUMALAPAU HARBOR,TRN,TRN,Capital Improvement,R,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: R,Private Contributions
TRN361,NAWILIWILI HARBOR,TRN,TRN,Capital Improvement,R,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: R,Private Contributions
TRN361,NAWILIWILI HARBOR,TRN,TRN,Capital Improvement,N,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN361,NAWILIWILI HARBOR,TRN,TRN,Capital Improvement,B,2027,4992000.0,,,,Transportation,,,Special Funds
TRN361,NAWILIWILI HARBOR,TRN,TRN,Operating,B,2027,4570717.0,,,,Transportation,,,Special Funds
TRN363,PORT ALLEN HARBOR,TRN,TRN,Operating,B,2027,255379.0,,,,Transportation,,,Special Funds
TRN395,HARBORS ADMINISTRATION,TRN,TRN,Operating,B,2027,103372371.0,,,,Transportation,,,Special Funds
TRN395,HARBORS ADMINISTRATION,TRN,TRN,Operating,N,2027,25000000.0,,,,Transportation,,,Federal Funds
TRN395,HARBORS ADMINISTRATION,TRN,TRN,Capital Improvement,B,2027,17492000.0,,,,Transportation,,,Special Funds
TRN395,HARBORS ADMINISTRATION,TRN,TRN,Capital Improvement,N,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN395,HARBORS ADMINISTRATION,TRN,TRN,Capital Improvement,R,2027,4000.0,,,,Transportation,,Investment Capital - Fund Type: R,Private Contributions
TRN501,OAHU HIGHWAYS,TRN,TRN,Capital Improvement,E,2027,800000.0,,,,Transportation,,Investment Capital - Fund Type: E,Revenue Bond Funds
TRN501,OAHU HIGHWAYS,TRN,TRN,Operating,B,2027,98253732.0,,,,Transportation,,,Special Funds
TRN501,OAHU HIGHWAYS,TRN,TRN,Capital Improvement,N,2027,3200000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN511,HAWAII HIGHWAYS,TRN,TRN,Operating,B,2027,25522385.0,,,,Transportation,,,Special Funds
TRN511,HAWAII HIGHWAYS,TRN,TRN,Capital Improvement,E,2027,4800000.0,,,,Transportation,,,Revenue Bond Funds
TRN531,MAUI HIGHWAYS,TRN,TRN,Capital Improvement,E,2027,100000.0,,,,Transportation,,Investment Capital - Fund Type: E,Revenue Bond Funds
TRN531,MAUI HIGHWAYS,TRN,TRN,Capital Improvement,N,2027,400000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN531,MAUI HIGHWAYS,TRN,TRN,Operating,B,2027,28041366.0,,,,Transportation,,,Special Funds
TRN561,KAUAI HIGHWAYS,TRN,TRN,Operating,B,2027,14943899.0,,,,Transportation,,,Special Funds
TRN561,KAUAI HIGHWAYS,TRN,TRN,Capital Improvement,E,2027,5200000.0,,,,Transportation,,,Revenue Bond Funds
TRN561,KAUAI HIGHWAYS,TRN,TRN,Capital Improvement,N,2027,20800000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN595,HIGHWAYS ADMINISTRATION,TRN,TRN,Capital Improvement,E,2027,111324000.0,,,,Transportation,,Investment Capital - Fund Type: E,Revenue Bond Funds
TRN595,HIGHWAYS ADMINISTRATION,TRN,TRN,Capital Improvement,N,2027,426975000.0,,,,Transportation,,Investment Capital - Fund Type: N,Federal Funds
TRN595,HIGHWAYS ADMINISTRATION,TRN,TRN,Operating,B,2027,207904208.0,,,,Transportation,,,Special Funds
TRN595,HIGHWAYS ADMINISTRATION,TRN,TRN,Operating,N,2027,16213634.0,,,,Transportation,,,Federal Funds
TRN595,HIGHWAYS ADMINISTRATION,TRN,TRN,Capital Improvement,B,2027,17343000.0,,,,Transportation,,,Special Funds
TRN597,HIGHWAYS SAFETY,TRN,TRN,Operating,P,2027,1214379.0,,,,Transportation,,,Other Federal Funds
TRN597,HIGHWAYS SAFETY,TRN,TRN,Operating,B,2027,12319296.0,,,,Transportation,,,Special Funds
TRN597,HIGHWAYS SAFETY,TRN,TRN,Operating,N,2027,6495670.0,,,,Transportation,,,Federal Funds
TRN695,ALOHA TOWER DEVELOPMENT CORPORATION,TRN,TRN,Operating,B,2027,1842580.0,,,,Transportation,,,Special Funds
TRN995,GENERAL ADMINISTRATION,TRN,TRN,Operating,R,2027,743067.0,,,,Transportation,,,Private Contributions
TRN995,GENERAL ADMINISTRATION,TRN,TRN,Operating,N,2027,12784696.0,,,,Transportation,,,Federal Funds
TRN995,GENERAL ADMINISTRATION,TRN,TRN,Operating,B,2027,34069484.0,,,,Transportation,,,Special Funds
UOH100,"UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Capital Improvement,E,2027,28500000.0,,,,Education,,Investment Capital - Fund Type: E,Revenue Bond Funds
UOH100,"UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Operating,A,2027,290618531.0,,,,Education,,,General Funds
UOH100,"UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Operating,B,2027,361552962.0,,,,Education,,,Special Funds
UOH100,"UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Operating,N,2027,6873565.0,,,,Education,,,Federal Funds
UOH100,"UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Operating,W,2027,65569059.0,,,,Education,,,Revolving Funds
UOH100,"UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Capital Improvement,C,2027,28500000.0,,,,Education,,,General Obligation Bond Fund
UOH110,"UNIVERSITY OF HAWAII, JOHN A. BURNS SCHOOL OF MEDICINE",UOH,UOH,Operating,B,2027,28917688.0,,,,Education,,,Special Funds
UOH110,"UNIVERSITY OF HAWAII, JOHN A. BURNS SCHOOL OF MEDICINE",UOH,UOH,Operating,A,2027,27613321.0,,,,Education,,,General Funds
UOH110,"UNIVERSITY OF HAWAII, JOHN A. BURNS SCHOOL OF MEDICINE",UOH,UOH,Operating,W,2027,8010453.0,,,,Education,,,Revolving Funds
UOH115,"UNIVERSITY OF HAWAII, CANCER CENTER",UOH,UOH,Operating,A,2027,3797693.0,,,,Education,,,General Funds
UOH210,"UNIVERSITY OF HAWAII, HILO",UOH,UOH,Operating,N,2027,443962.0,,,,Education,,,Federal Funds
UOH210,"UNIVERSITY OF HAWAII, HILO",UOH,UOH,Operating,B,2027,44435015.0,,,,Education,,,Special Funds
UOH210,"UNIVERSITY OF HAWAII, HILO",UOH,UOH,Operating,A,2027,50727650.0,,,,Education,,,General Funds
UOH210,"UNIVERSITY OF HAWAII, HILO",UOH,UOH,Operating,W,2027,7489592.0,,,,Education,,,Revolving Funds
UOH220,SMALL BUSINESS DEVELOPMENT,UOH,UOH,Operating,A,2027,978941.0,,,,Education,,,General Funds
UOH700,"UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Operating,W,2027,2097704.0,,,,Education,,,Revolving Funds
UOH700,"UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Operating,N,2027,802037.0,,,,Education,,,Federal Funds
UOH700,"UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Operating,B,2027,22028269.0,,,,Education,,,Special Funds
UOH700,"UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Operating,A,2027,24015377.0,,,,Education,,,General Funds
UOH800,"UNIVERSITY OF HAWAII, COMMUNITY COLLEGES",UOH,UOH,Operating,A,2027,192200937.0,,,,Education,,,General Funds
UOH800,"UNIVERSITY OF HAWAII, COMMUNITY COLLEGES",UOH,UOH,Operating,B,2027,75650296.0,,,,Education,,,Special Funds
UOH800,"UNIVERSITY OF HAWAII, COMMUNITY COLLEGES",UOH,UOH,Operating,N,2027,4428296.0,,,,Education,,,Federal Funds
